Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?","Putonghua / Guoyu, often called ""Mandarin""",S10,"['what', 'is', 'the', 'official', 'standard', 'language', 'used', 'by', 'the', 'peoples', 'republic', 'of', 'china', 'the', 'republic', 'of', 'china', 'and', 'singapore', 'where', 'it', 'is', 'called', 'huayu']","['<sos>', 'putonghua', 'guoyu', 'often', 'called', 'mandarin', '<eos>']","[10, 7, 4, 96, 205, 37, 55, 25, 4, 581, 296, 5, 232, 4, 296, 5, 232, 11, 120, 31, 27, 7, 53, 3843]","[2, 5124, 5125, 171, 53, 656, 3]","[10, 7, 4, 96, 205, 37, 55, 25, 4, 581, 296, 5, 232, 4, 296, 5, 232, 11, 120, 31]","[2, 5124, 5125, 171, 53, 656, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"85,568 head entries",S10,"['how', 'many', 'head', 'entries', 'for', 'character', 'definitions', 'does', 'the', 'zhonghua', 'zihai', '20013213262338328023', '1994', 'contain']","['<sos>', '85568', 'head', 'entries', '<eos>']","[17, 29, 251, 1438, 18, 372, 3844, 23, 4, 3845, 3846, 3847, 2186, 616]","[2, 5126, 251, 1438, 3]","[17, 29, 251, 1438, 18, 372, 3844, 23, 4, 3845, 3846, 3847, 2186, 616, 0, 0, 0, 0, 0, 0]","[2, 5126, 251, 1438, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What does the PRC government classify as literacy amongst workers?,"knowledge of 2,000 characters",S10,"['what', 'does', 'the', 'prc', 'government', 'classify', 'as', 'literacy', 'amongst', 'workers']","['<sos>', 'knowledge', 'of', '2000', 'characters', '<eos>']","[10, 23, 4, 3848, 244, 2187, 20, 2188, 3849, 3850]","[2, 5127, 5, 751, 1542, 3]","[10, 23, 4, 3848, 244, 2187, 20, 2188, 3849, 3850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5127, 5, 751, 1542, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How is South China linguistically different from North China?,South China displays more linguistic diversity,S10,"['how', 'is', 'south', 'china', 'linguistically', 'different', 'from', 'north', 'china']","['<sos>', 'south', 'china', 'displays', 'more', 'linguistic', 'diversity', '<eos>']","[17, 7, 172, 232, 3851, 256, 26, 231, 232]","[2, 172, 232, 5128, 72, 2501, 2504, 3]","[17, 7, 172, 232, 3851, 256, 26, 231, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 172, 232, 5128, 72, 2501, 2504, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
&#20415;&#24403;/&#20415;&#30070; lunchbox or boxed lunch (from bento) and &#26009;&#29702; prepared cuisine are loan words from which language?,Japanese,S10,"['20415244032041530070', 'lunchbox', 'or', 'boxed', 'lunch', 'from', 'bento', 'and', '2600929702', 'prepared', 'cuisine', 'are', 'loan', 'words', 'from', 'which', 'language']","['<sos>', 'japanese', '<eos>']","[3852, 3853, 38, 3854, 3855, 26, 3856, 11, 3857, 3858, 1051, 15, 3859, 147, 26, 45, 37]","[2, 398, 3]","[3852, 3853, 38, 3854, 3855, 26, 3856, 11, 3857, 3858, 1051, 15, 3859, 147, 26, 45, 37, 0, 0, 0]","[2, 398, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the standardized form of spoken chinese?,The standardized form of spoken Chinese is Standard Mandarin.,S10,"['what', 'is', 'the', 'standardized', 'form', 'of', 'spoken', 'chinese']","['<sos>', 'the', 'standardized', 'form', 'of', 'spoken', 'chinese', 'is', 'standard', 'mandarin', '<eos>']","[10, 7, 4, 2189, 214, 5, 169, 90]","[2, 4, 2189, 214, 5, 169, 90, 7, 205, 656, 3]","[10, 7, 4, 2189, 214, 5, 169, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 2189, 214, 5, 169, 90, 7, 205, 656, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is diglossia a common feature in mainland China and Taiwan?,"Yes, diglossia is a common feature in mainland China and Taiwan.",S10,"['is', 'diglossia', 'a', 'common', 'feature', 'in', 'mainland', 'china', 'and', 'taiwan']","['<sos>', 'yes', 'diglossia', 'is', 'a', 'common', 'feature', 'in', 'mainland', 'china', 'and', 'taiwan', '<eos>']","[7, 1439, 9, 152, 664, 8, 1131, 232, 11, 2190]","[2, 6, 1439, 7, 9, 152, 664, 8, 1131, 232, 11, 2190, 3]","[7, 1439, 9, 152, 664, 8, 1131, 232, 11, 2190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 1439, 7, 9, 152, 664, 8, 1131, 232, 11, 2190, 3, 0, 0, 0, 0, 0, 0, 0]"
Do linguists often view Chinese as a language family?,"Yes, linguists often view Chinese as a language family.",S10,"['do', 'linguists', 'often', 'view', 'chinese', 'as', 'a', 'language', 'family']","['<sos>', 'yes', 'linguists', 'often', 'view', 'chinese', 'as', 'a', 'language', 'family', '<eos>']","[19, 821, 171, 2191, 90, 20, 9, 37, 62]","[2, 6, 821, 171, 2191, 90, 20, 9, 37, 62, 3]","[19, 821, 171, 2191, 90, 20, 9, 37, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 821, 171, 2191, 90, 20, 9, 37, 62, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did classical Chinese literature begin?,Classical Chinese literature began in the Spring and Autumn period.,S10,"['when', 'did', 'classical', 'chinese', 'literature', 'begin']","['<sos>', 'classical', 'chinese', 'literature', 'began', 'in', 'the', 'spring', 'and', 'autumn', 'period', '<eos>']","[24, 14, 310, 90, 2192, 485]","[2, 310, 90, 2192, 422, 8, 4, 2459, 11, 2206, 572, 3]","[24, 14, 310, 90, 2192, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 310, 90, 2192, 422, 8, 4, 2459, 11, 2206, 572, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,The government of the People's Republic of China refers to all divisions of the Sinitic language(s) besides Standard Mandarin as fangyan.,S10,"['how', 'does', 'the', 'government', 'of', 'the', 'peoples', 'republic', 'of', 'china', 'often', 'refer', 'to', 'all', 'divisions', 'of', 'the', 'sinitic', 'languages', 'besides', 'standard', 'mandarin']","['<sos>', 'the', 'government', 'of', 'the', 'peoples', 'republic', 'of', 'china', 'refers', 'to', 'all', 'divisions', 'of', 'the', 'sinitic', 'languages', 'besides', 'standard', 'mandarin', 'as', 'fangyan', '<eos>']","[17, 23, 4, 244, 5, 4, 581, 296, 5, 232, 171, 709, 13, 89, 2193, 5, 4, 2194, 134, 1440, 205, 656]","[2, 4, 244, 5, 4, 581, 296, 5, 232, 1196, 13, 89, 2193, 5, 4, 2194, 134, 1440, 205, 656, 20, 5129, 3]","[17, 23, 4, 244, 5, 4, 581, 296, 5, 232, 171, 709, 13, 89, 2193, 5, 4, 2194, 134, 1440]","[2, 4, 244, 5, 4, 581, 296, 5, 232, 1196, 13, 89, 2193, 5, 4, 2194, 134, 1440, 205, 656]"
When was Middle Chinese used?,"Middle Chinese was used during Southern and Northern Dynasties and the Sua, Tang, and Sang dynasties.",S10,"['when', 'was', 'middle', 'chinese', 'used']","['<sos>', 'middle', 'chinese', 'was', 'used', 'during', 'southern', 'and', 'northern', 'dynasties', 'and', 'the', 'sua', 'tang', 'and', 'sang', 'dynasties', '<eos>']","[24, 12, 246, 90, 55]","[2, 246, 90, 12, 55, 101, 305, 11, 218, 1441, 11, 4, 5130, 5131, 11, 1890, 1441, 3]","[24, 12, 246, 90, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 246, 90, 12, 55, 101, 305, 11, 218, 1441, 11, 4, 5130, 5131, 11, 1890, 1441, 3, 0, 0]"
How is the pronunciation of foreign words determined?,The pronunciation of foreign words is done by employing Chinese characters with similar pronuncations.,S10,"['how', 'is', 'the', 'pronunciation', 'of', 'foreign', 'words', 'determined']","['<sos>', 'the', 'pronunciation', 'of', 'foreign', 'words', 'is', 'done', 'by', 'employing', 'chinese', 'characters', 'with', 'similar', 'pronuncations', '<eos>']","[17, 7, 4, 961, 5, 590, 147, 691]","[2, 4, 961, 5, 590, 147, 7, 1324, 25, 5132, 90, 1542, 34, 585, 5133, 3]","[17, 7, 4, 961, 5, 590, 147, 691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 961, 5, 590, 147, 7, 1324, 25, 5132, 90, 1542, 34, 585, 5133, 3, 0, 0, 0, 0]"
What is the total number of Chinese words?,"The Hanyu Da Zidian includes 54,678 head entries for characters.",S10,"['what', 'is', 'the', 'total', 'number', 'of', 'chinese', 'words']","['<sos>', 'the', 'hanyu', 'da', 'zidian', 'includes', '54678', 'head', 'entries', 'for', 'characters', '<eos>']","[10, 7, 4, 712, 91, 5, 90, 147]","[2, 4, 2538, 545, 5134, 958, 5135, 251, 1438, 18, 1542, 3]","[10, 7, 4, 712, 91, 5, 90, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 2538, 545, 5134, 958, 5135, 251, 1438, 18, 1542, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
What language was used in the Zhou and Southern Dynasties?,Old Chinese was the language common during the early and middle Zhou Dynasty.,S10,"['what', 'language', 'was', 'used', 'in', 'the', 'zhou', 'and', 'southern', 'dynasties']","['<sos>', 'old', 'chinese', 'was', 'the', 'language', 'common', 'during', 'the', 'early', 'and', 'middle', 'zhou', 'dynasty', '<eos>']","[10, 37, 12, 55, 8, 4, 2195, 11, 305, 1441]","[2, 77, 90, 12, 4, 37, 152, 101, 4, 314, 11, 246, 2195, 2472, 3]","[10, 37, 12, 55, 8, 4, 2195, 11, 305, 1441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 77, 90, 12, 4, 37, 152, 101, 4, 314, 11, 246, 2195, 2472, 3, 0, 0, 0, 0, 0]"
Is a cougar also known as a mountain lion?,A cougar is also known as a mountain lion.,S10,"['is', 'a', 'cougar', 'also', 'known', 'as', 'a', 'mountain', 'lion']","['<sos>', 'a', 'cougar', 'is', 'also', 'known', 'as', 'a', 'mountain', 'lion', '<eos>']","[7, 9, 402, 75, 104, 20, 9, 636, 626]","[2, 9, 402, 7, 75, 104, 20, 9, 636, 626, 3]","[7, 9, 402, 75, 104, 20, 9, 636, 626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 402, 7, 75, 104, 20, 9, 636, 626, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are cougars larger than jaguars?,Cougars are not larger than jaguars.,S10,"['are', 'cougars', 'larger', 'than', 'jaguars']","['<sos>', 'cougars', 'are', 'not', 'larger', 'than', 'jaguars', '<eos>']","[15, 672, 162, 42, 2196]","[2, 672, 15, 49, 162, 42, 2196, 3]","[15, 672, 162, 42, 2196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 672, 15, 49, 162, 42, 2196, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Does the World Conservation Union consider the cougar a ""least concern"" species?","The World Conservation Union (IUCN) currently lists the cougar as a ""least concern"" species.",S10,"['does', 'the', 'world', 'conservation', 'union', 'consider', 'the', 'cougar', 'a', 'least', 'concern', 'species']","['<sos>', 'the', 'world', 'conservation', 'union', 'iucn', 'currently', 'lists', 'the', 'cougar', 'as', 'a', 'least', 'concern', 'species', '<eos>']","[23, 4, 61, 724, 450, 1342, 4, 402, 9, 436, 2197, 57]","[2, 4, 61, 724, 450, 5136, 1454, 5137, 4, 402, 20, 9, 436, 2197, 57, 3]","[23, 4, 61, 724, 450, 1342, 4, 402, 9, 436, 2197, 57, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 61, 724, 450, 5136, 1454, 5137, 4, 402, 20, 9, 436, 2197, 57, 3, 0, 0, 0, 0]"
What are some of the cougar's primary food sources?,"The cougar's primary food sources include ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses and sheep, particularly in the northern part of its range.",S10,"['what', 'are', 'some', 'of', 'the', 'cougars', 'primary', 'food', 'sources']","['<sos>', 'the', 'cougars', 'primary', 'food', 'sources', 'include', 'ungulates', 'such', 'as', 'deer', 'elk', 'and', 'bighorn', 'sheep', 'as', 'well', 'as', 'domestic', 'cattle', 'horses', 'and', 'sheep', 'particularly', 'in', 'the', 'northern', 'part', 'of', 'its', 'range', '<eos>']","[10, 15, 114, 5, 4, 672, 277, 270, 670]","[2, 4, 672, 277, 270, 670, 458, 5138, 666, 20, 5139, 5140, 11, 5141, 1543, 20, 148, 20, 517, 5142, 5143, 11, 1543, 1624, 8, 4, 218, 124, 5, 63, 469, 3]","[10, 15, 114, 5, 4, 672, 277, 270, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 672, 277, 270, 670, 458, 5138, 666, 20, 5139, 5140, 11, 5141, 1543, 20, 148, 20, 517, 5142]"
How long are cougar adult males (from nose to tail)?,The length of adult males is around 2.4 meters (8 ft) long nose to tail.,S10,"['how', 'long', 'are', 'cougar', 'adult', 'males', 'from', 'nose', 'to', 'tail']","['<sos>', 'the', 'length', 'of', 'adult', 'males', 'is', 'around', '24', 'meters', '8', 'ft', 'long', 'nose', 'to', 'tail', '<eos>']","[17, 80, 15, 402, 504, 519, 26, 2198, 13, 747]","[2, 4, 2470, 5, 504, 519, 7, 365, 1523, 682, 1245, 5144, 80, 2198, 13, 747, 3]","[17, 80, 15, 402, 504, 519, 26, 2198, 13, 747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 2470, 5, 504, 519, 7, 365, 1523, 682, 1245, 5144, 80, 2198, 13, 747, 3, 0, 0, 0]"
How long is an adult cougar's paw print?,An adult cougar's paw print is approximately 10 cm (4 inches) long.,S10,"['how', 'long', 'is', 'an', 'adult', 'cougars', 'paw', 'print']","['<sos>', 'an', 'adult', 'cougars', 'paw', 'print', 'is', 'approximately', '10', 'cm', '4', 'inches', 'long', '<eos>']","[17, 80, 7, 22, 504, 672, 2199, 2200]","[2, 22, 504, 672, 2199, 2200, 7, 637, 556, 955, 459, 2539, 80, 3]","[17, 80, 7, 22, 504, 672, 2199, 2200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 22, 504, 672, 2199, 2200, 7, 637, 556, 955, 459, 2539, 80, 3, 0, 0, 0, 0, 0, 0]"
What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar.",S10,"['what', 'are', 'the', 'three', 'heaviest', 'cats', 'in', 'the', 'world']","['<sos>', 'the', 'three', 'heaviest', 'cats', 'in', 'the', 'world', 'are', 'the', 'tiger', 'lion', 'and', 'jaguar', '<eos>']","[10, 15, 4, 107, 2201, 623, 8, 4, 61]","[2, 4, 107, 2201, 623, 8, 4, 61, 15, 4, 451, 626, 11, 1233, 3]","[10, 15, 4, 107, 2201, 623, 8, 4, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 107, 2201, 623, 8, 4, 61, 15, 4, 451, 626, 11, 1233, 3, 0, 0, 0, 0, 0]"
"On average, are cougar males heavier than females?","On average, cougar males are heavier than females.",S10,"['on', 'average', 'are', 'cougar', 'males', 'heavier', 'than', 'females']","['<sos>', 'on', 'average', 'cougar', 'males', 'are', 'heavier', 'than', 'females', '<eos>']","[28, 362, 15, 402, 519, 716, 42, 393]","[2, 28, 362, 402, 519, 15, 716, 42, 393, 3]","[28, 362, 15, 402, 519, 716, 42, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 28, 362, 402, 519, 15, 716, 42, 393, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",S10,"['what', 'are', 'the', 'three', 'cat', 'species', 'that', 'are', 'native', 'to', 'canada']","['<sos>', 'the', 'three', 'cat', 'species', 'that', 'are', 'native', 'to', 'canada', 'are', 'the', 'cougar', 'the', 'bobcat', 'and', 'the', 'canadian', 'lynx', '<eos>']","[10, 15, 4, 107, 1442, 57, 35, 15, 443, 13, 102]","[2, 4, 107, 1442, 57, 35, 15, 443, 13, 102, 15, 4, 402, 4, 5145, 11, 4, 1125, 2448, 3]","[10, 15, 4, 107, 1442, 57, 35, 15, 443, 13, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 107, 1442, 57, 35, 15, 443, 13, 102, 15, 4, 402, 4, 5145, 11, 4, 1125, 2448, 3]"
Is one of the parts of a cymbal called a disc?,no,S10,"['is', 'one', 'of', 'the', 'parts', 'of', 'a', 'cymbal', 'called', 'a', 'disc']","['<sos>', 'no', '<eos>']","[7, 59, 5, 4, 472, 5, 9, 468, 53, 9, 3860]","[2, 16, 3]","[7, 59, 5, 4, 472, 5, 9, 468, 53, 9, 3860, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are ride cymbals very common?,yes,S10,"['are', 'ride', 'cymbals', 'very', 'common']","['<sos>', 'yes', '<eos>']","[15, 2202, 141, 439, 152]","[2, 6, 3]","[15, 2202, 141, 439, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Fender make cymbals?,no,S10,"['does', 'fender', 'make', 'cymbals']","['<sos>', 'no', '<eos>']","[23, 2203, 302, 141]","[2, 16, 3]","[23, 2203, 302, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What part of the cymbal is the bell?,The center of a Cymbal,S10,"['what', 'part', 'of', 'the', 'cymbal', 'is', 'the', 'bell']","['<sos>', 'the', 'center', 'of', 'a', 'cymbal', '<eos>']","[10, 124, 5, 4, 468, 7, 4, 2204]","[2, 4, 306, 5, 9, 468, 3]","[10, 124, 5, 4, 468, 7, 4, 2204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 306, 5, 9, 468, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica,S10,"['whats', 'the', 'timber', 'of', 'ancient', 'cimbals', 'like', 'disfluent']","['<sos>', 'like', 'that', 'of', 'small', 'handbells', 'or', 'of', 'the', 'notes', 'of', 'the', 'keyed', 'harmonica', '<eos>']","[1396, 4, 3861, 5, 490, 3862, 170, 2205]","[2, 170, 35, 5, 297, 5146, 38, 5, 4, 1354, 5, 4, 5147, 5148, 3]","[1396, 4, 3861, 5, 490, 3862, 170, 2205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 170, 35, 5, 297, 5146, 38, 5, 4, 1354, 5, 4, 5147, 5148, 3, 0, 0, 0, 0, 0]"
What does it sound like to play cymbals with a cello bow?,squealing car brakes,S10,"['what', 'does', 'it', 'sound', 'like', 'to', 'play', 'cymbals', 'with', 'a', 'cello', 'bow']","['<sos>', 'squealing', 'car', 'brakes', '<eos>']","[10, 23, 27, 238, 170, 13, 370, 141, 34, 9, 208, 3863]","[2, 5149, 5150, 5151, 3]","[10, 23, 27, 238, 170, 13, 370, 141, 34, 9, 208, 3863, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5149, 5150, 5151, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are cymbals made of?,brass,S10,"['what', 'are', 'cymbals', 'made', 'of']","['<sos>', 'brass', '<eos>']","[10, 15, 141, 69, 5]","[2, 667, 3]","[10, 15, 141, 69, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 667, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many cymbals typically go in a drum kit?,at least 3,S10,"['how', 'many', 'cymbals', 'typically', 'go', 'in', 'a', 'drum', 'kit']","['<sos>', 'at', 'least', '3', '<eos>']","[17, 29, 141, 1443, 1206, 8, 9, 259, 1365]","[2, 36, 436, 335, 3]","[17, 29, 141, 1443, 1206, 8, 9, 259, 1365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 36, 436, 335, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",S10,"['what', 'kinds', 'of', 'musical', 'groups', 'use', 'cymbals']","['<sos>', 'cymbals', 'are', 'used', 'in', 'modern', 'orchestras', 'and', 'many', 'military', 'marching', 'concert', 'and', 'other', 'bands', '<eos>']","[10, 1172, 5, 471, 539, 82, 141]","[2, 141, 15, 55, 8, 133, 1016, 11, 29, 629, 5152, 1024, 11, 109, 2528, 3]","[10, 1172, 5, 471, 539, 82, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 141, 15, 55, 8, 133, 1016, 11, 29, 629, 5152, 1024, 11, 109, 2528, 3, 0, 0, 0, 0]"
Is the dragonfly associated with late summer as well as early autumn?,Yes,S10,"['is', 'the', 'dragonfly', 'associated', 'with', 'late', 'summer', 'as', 'well', 'as', 'early', 'autumn']","['<sos>', 'yes', '<eos>']","[7, 4, 3864, 734, 34, 822, 582, 20, 148, 20, 314, 2206]","[2, 6, 3]","[7, 4, 3864, 734, 34, 822, 582, 20, 148, 20, 314, 2206, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).,S10,"['does', 'exposure', 'to', 'air', 'cause', 'the', 'larva', 'to', 'begin', 'breathing']","['<sos>', 'yes', 'capitalization', '<eos>']","[23, 3865, 13, 185, 759, 4, 3866, 13, 485, 3867]","[2, 6, 5153, 3]","[23, 3865, 13, 185, 759, 4, 3866, 13, 485, 3867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 5153, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.,S10,"['is', 'it', 'characterized', 'by', 'large', 'multifaceted', 'eyes', 'two', 'pairs', 'of', 'strong', 'transparent', 'wings', 'and', 'an', 'elongated', 'body']","['<sos>', 'yes', '<eos>']","[7, 27, 1297, 25, 165, 3868, 414, 51, 1058, 5, 1444, 2207, 473, 11, 22, 3869, 274]","[2, 6, 3]","[7, 27, 1297, 25, 165, 3868, 414, 51, 1058, 5, 1444, 2207, 473, 11, 22, 3869, 274, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the drum a member of the percussion group?,yes,S10,"['is', 'the', 'drum', 'a', 'member', 'of', 'the', 'percussion', 'group']","['<sos>', 'yes', '<eos>']","[7, 4, 259, 9, 163, 5, 4, 1059, 318]","[2, 6, 3]","[7, 4, 259, 9, 163, 5, 4, 1059, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does each type of drum head serve its own musical purpose?,yes,S10,"['does', 'each', 'type', 'of', 'drum', 'head', 'serve', 'its', 'own', 'musical', 'purpose']","['<sos>', 'yes', '<eos>']","[23, 526, 264, 5, 259, 251, 487, 63, 500, 471, 3870]","[2, 6, 3]","[23, 526, 264, 5, 259, 251, 487, 63, 500, 471, 3870, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the Aburukuwa a type of drum?,yes,S10,"['is', 'the', 'aburukuwa', 'a', 'type', 'of', 'drum']","['<sos>', 'yes', '<eos>']","[7, 4, 3871, 9, 264, 5, 259]","[2, 6, 3]","[7, 4, 3871, 9, 264, 5, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years,S10,"['how', 'long', 'has', 'the', 'basic', 'design', 'of', 'the', 'drum', 'remained', 'unchanged']","['<sos>', 'remained', 'virtually', 'unchanged', 'for', 'thousands', 'of', 'years', '<eos>']","[17, 80, 40, 4, 823, 610, 5, 4, 259, 1445, 2208]","[2, 1445, 5154, 2208, 18, 2540, 5, 46, 3]","[17, 80, 40, 4, 823, 610, 5, 4, 259, 1445, 2208, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1445, 5154, 2208, 18, 2540, 5, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the second biggest factor affecting the sound produced by a drum?,tension,S10,"['what', 'is', 'the', 'second', 'biggest', 'factor', 'affecting', 'the', 'sound', 'produced', 'by', 'a', 'drum']","['<sos>', 'tension', '<eos>']","[10, 7, 4, 269, 1154, 3872, 3873, 4, 238, 1189, 25, 9, 259]","[2, 1450, 3]","[10, 7, 4, 269, 1154, 3872, 3873, 4, 238, 1189, 25, 9, 259, 0, 0, 0, 0, 0, 0, 0]","[2, 1450, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
By what name are drums classified as under the percussion group?,membranophone,S10,"['by', 'what', 'name', 'are', 'drums', 'classified', 'as', 'under', 'the', 'percussion', 'group']","['<sos>', 'membranophone', '<eos>']","[25, 10, 73, 15, 209, 1053, 20, 350, 4, 1059, 318]","[2, 5155, 3]","[25, 10, 73, 15, 209, 1053, 20, 350, 4, 1059, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5155, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep,S10,"['how', 'do', 'rock', 'and', 'roll', 'drummers', 'like', 'their', 'drumheads']","['<sos>', 'rock', 'and', 'roll', 'drummer', 'may', 'prefer', 'drums', 'that', 'sound', 'loud', 'and', 'deep', '<eos>']","[17, 19, 895, 11, 1446, 3874, 170, 74, 3875]","[2, 895, 11, 1446, 5156, 316, 1637, 209, 35, 238, 2394, 11, 1842, 3]","[17, 19, 895, 11, 1446, 3874, 170, 74, 3875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 895, 11, 1446, 5156, 316, 1637, 209, 35, 238, 2394, 11, 1842, 3, 0, 0, 0, 0, 0, 0]"
