Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Did Nikola Tesla die alone?,Yes,S10,"['did', 'nikola', 'tesla', 'die', 'alone']","['<sos>', 'yes', '<eos>']","[14, 197, 77, 150, 2151]","[2, 6, 3]","[14, 197, 77, 150, 2151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla close friends with Mark Twain?,Nikola Tesla was close friends with Mark Twain.,S10,"['was', 'nikola', 'tesla', 'close', 'friends', 'with', 'mark', 'twain']","['<sos>', 'nikola', 'tesla', 'was', 'close', 'friends', 'with', 'mark', 'twain', '<eos>']","[11, 197, 77, 752, 1497, 31, 1247, 1248]","[2, 197, 77, 11, 752, 1497, 31, 1247, 1248, 3]","[11, 197, 77, 752, 1497, 31, 1247, 1248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 197, 77, 11, 752, 1497, 31, 1247, 1248, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla close friends with Mark Twain?,Yes,S10,"['was', 'nikola', 'tesla', 'close', 'friends', 'with', 'mark', 'twain']","['<sos>', 'yes', '<eos>']","[11, 197, 77, 752, 1497, 31, 1247, 1248]","[2, 6, 3]","[11, 197, 77, 752, 1497, 31, 1247, 1248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Nikola Tesla use a technique called picture thinking?,Nikola Tesla used a technique called picture thinking.,S10,"['did', 'nikola', 'tesla', 'use', 'a', 'technique', 'called', 'picture', 'thinking']","['<sos>', 'nikola', 'tesla', 'used', 'a', 'technique', 'called', 'picture', 'thinking', '<eos>']","[14, 197, 77, 78, 9, 1608, 49, 2152, 2153]","[2, 197, 77, 57, 9, 1608, 49, 2152, 2153, 3]","[14, 197, 77, 78, 9, 1608, 49, 2152, 2153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 197, 77, 57, 9, 1608, 49, 2152, 2153, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Nikola Tesla use a technique called picture thinking?,Yes,S10,"['did', 'nikola', 'tesla', 'use', 'a', 'technique', 'called', 'picture', 'thinking']","['<sos>', 'yes', '<eos>']","[14, 197, 77, 78, 9, 1608, 49, 2152, 2153]","[2, 6, 3]","[14, 197, 77, 78, 9, 1608, 49, 2152, 2153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Nikola Tesla appear on the cover of Time Magazine?,"On Tesla's 75th birthday in 1931, Time magazine put him on its cover.",S10,"['when', 'did', 'nikola', 'tesla', 'appear', 'on', 'the', 'cover', 'of', 'time', 'magazine']","['<sos>', 'on', 'teslas', '75th', 'birthday', 'in', '1931', 'time', 'magazine', 'put', 'him', 'on', 'its', 'cover', '<eos>']","[24, 14, 197, 77, 419, 28, 4, 647, 5, 248, 1040]","[2, 28, 1609, 5615, 5616, 8, 3742, 248, 1040, 5617, 270, 28, 53, 647, 3]","[24, 14, 197, 77, 419, 28, 4, 647, 5, 248, 1040, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 28, 1609, 5615, 5616, 8, 3742, 248, 1040, 5617, 270, 28, 53, 647, 3, 0, 0, 0, 0, 0]"
When did Nikola Tesla appear on the cover of Time Magazine?,1931,S10,"['when', 'did', 'nikola', 'tesla', 'appear', 'on', 'the', 'cover', 'of', 'time', 'magazine']","['<sos>', '1931', '<eos>']","[24, 14, 197, 77, 419, 28, 4, 647, 5, 248, 1040]","[2, 3742, 3]","[24, 14, 197, 77, 419, 28, 4, 647, 5, 248, 1040, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3742, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who became adversaries with Nikola Tesla?,Nikola Tesla became adversaries with Edison.,S10,"['who', 'became', 'adversaries', 'with', 'nikola', 'tesla']","['<sos>', 'nikola', 'tesla', 'became', 'adversaries', 'with', 'edison', '<eos>']","[30, 253, 2154, 31, 197, 77]","[2, 197, 77, 253, 2154, 31, 1525, 3]","[30, 253, 2154, 31, 197, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 197, 77, 253, 2154, 31, 1525, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who became adversaries with Nikola Tesla?,Edison,S10,"['who', 'became', 'adversaries', 'with', 'nikola', 'tesla']","['<sos>', 'edison', '<eos>']","[30, 253, 2154, 31, 197, 77]","[2, 1525, 3]","[30, 253, 2154, 31, 197, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1525, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where did Nikola Tesla move to in 1880?,"In 1880, Nikola Tesla moved to Budapest.",S10,"['where', 'did', 'nikola', 'tesla', 'move', 'to', 'in', '1880']","['<sos>', 'in', '1880', 'nikola', 'tesla', 'moved', 'to', 'budapest', '<eos>']","[25, 14, 197, 77, 991, 13, 8, 2155]","[2, 8, 2155, 197, 77, 1271, 13, 3743, 3]","[25, 14, 197, 77, 991, 13, 8, 2155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 8, 2155, 197, 77, 1271, 13, 3743, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where did Nikola Tesla move to in 1880?,Budapest,S10,"['where', 'did', 'nikola', 'tesla', 'move', 'to', 'in', '1880']","['<sos>', 'budapest', '<eos>']","[25, 14, 197, 77, 991, 13, 8, 2155]","[2, 3743, 3]","[25, 14, 197, 77, 991, 13, 8, 2155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3743, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla's mother illiterate?,Nikola Tesla's mother never learned to read.,S10,"['was', 'nikola', 'teslas', 'mother', 'illiterate']","['<sos>', 'nikola', 'teslas', 'mother', 'never', 'learned', 'to', 'read', '<eos>']","[11, 197, 1609, 265, 3189]","[2, 197, 1609, 265, 907, 1612, 13, 1730, 3]","[11, 197, 1609, 265, 3189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 197, 1609, 265, 907, 1612, 13, 1730, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla's mother illiterate?,Yes,S10,"['was', 'nikola', 'teslas', 'mother', 'illiterate']","['<sos>', 'yes', '<eos>']","[11, 197, 1609, 265, 3189]","[2, 6, 3]","[11, 197, 1609, 265, 3189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many siblings did Nikola Tesla have?,Nikola Tesla had four siblings.,S10,"['how', 'many', 'siblings', 'did', 'nikola', 'tesla', 'have']","['<sos>', 'nikola', 'tesla', 'had', 'four', 'siblings', '<eos>']","[17, 29, 840, 14, 197, 77, 21]","[2, 197, 77, 142, 257, 840, 3]","[17, 29, 840, 14, 197, 77, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 197, 77, 142, 257, 840, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many siblings did Nikola Tesla have?,4,S10,"['how', 'many', 'siblings', 'did', 'nikola', 'tesla', 'have']","['<sos>', '4', '<eos>']","[17, 29, 840, 14, 197, 77, 21]","[2, 404, 3]","[17, 29, 840, 14, 197, 77, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 404, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla a vegetarian?, In his later years Tesla became a vegetarian.,S10,"['was', 'nikola', 'tesla', 'a', 'vegetarian']","['<sos>', 'in', 'his', 'later', 'years', 'tesla', 'became', 'a', 'vegetarian', '<eos>']","[11, 197, 77, 9, 2156]","[2, 8, 33, 1031, 55, 77, 253, 9, 2156, 3]","[11, 197, 77, 9, 2156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 8, 33, 1031, 55, 77, 253, 9, 2156, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nikola Tesla a vegetarian?,Yes,S10,"['was', 'nikola', 'tesla', 'a', 'vegetarian']","['<sos>', 'yes', '<eos>']","[11, 197, 77, 9, 2156]","[2, 6, 3]","[11, 197, 77, 9, 2156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is there a monument to Tesla at Niagara Falls, New York?",Yes,S10,"['is', 'there', 'a', 'monument', 'to', 'tesla', 'at', 'niagara', 'falls', 'new', 'york']","['<sos>', 'yes', '<eos>']","[7, 40, 9, 4654, 13, 77, 37, 4655, 4656, 112, 246]","[2, 6, 3]","[7, 40, 9, 4654, 13, 77, 37, 4655, 4656, 112, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla an American citizen?,Yes,S10,"['was', 'tesla', 'an', 'american', 'citizen']","['<sos>', 'yes', '<eos>']","[11, 77, 23, 375, 1932]","[2, 6, 3]","[11, 77, 23, 375, 1932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla on the cover of Time magazine?,Yes,S10,"['was', 'tesla', 'on', 'the', 'cover', 'of', 'time', 'magazine']","['<sos>', 'yes', '<eos>']","[11, 77, 28, 4, 647, 5, 248, 1040]","[2, 6, 3]","[11, 77, 28, 4, 647, 5, 248, 1040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where did Tesla study electrical engineering?,The Austrian Polytechnic in Graz,S10,"['where', 'did', 'tesla', 'study', 'electrical', 'engineering']","['<sos>', 'the', 'austrian', 'polytechnic', 'in', 'graz', '<eos>']","[25, 14, 77, 191, 717, 855]","[2, 4, 943, 2273, 8, 2274, 3]","[25, 14, 77, 191, 717, 855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 943, 2273, 8, 2274, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Tesla receive his last patent?,1928,S10,"['when', 'did', 'tesla', 'receive', 'his', 'last', 'patent']","['<sos>', '1928', '<eos>']","[24, 14, 77, 610, 33, 615, 4657]","[2, 1764, 3]","[24, 14, 77, 610, 33, 615, 4657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1764, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What languages did Tesla speak?,"Serbian, Czech, English, French, German, Hungarian, Italian, and Latin",S10,"['what', 'languages', 'did', 'tesla', 'speak']","['<sos>', 'serbian', 'czech', 'english', 'french', 'german', 'hungarian', 'italian', 'and', 'latin', '<eos>']","[10, 164, 14, 77, 393]","[2, 2622, 5618, 88, 147, 212, 1825, 490, 12, 249, 3]","[10, 164, 14, 77, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2622, 5618, 88, 147, 212, 1825, 490, 12, 249, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Tesla win the Nobel Prize?,No,S10,"['did', 'tesla', 'win', 'the', 'nobel', 'prize']","['<sos>', 'no', '<eos>']","[14, 77, 266, 4, 425, 426]","[2, 16, 3]","[14, 77, 266, 4, 425, 426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla rich at the time of his death?,No,S10,"['was', 'tesla', 'rich', 'at', 'the', 'time', 'of', 'his', 'death']","['<sos>', 'no', '<eos>']","[11, 77, 1168, 37, 4, 248, 5, 33, 450]","[2, 16, 3]","[11, 77, 1168, 37, 4, 248, 5, 33, 450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What music group was named after Tesla?,Tesla,S10,"['what', 'music', 'group', 'was', 'named', 'after', 'tesla']","['<sos>', 'tesla', '<eos>']","[10, 440, 288, 11, 106, 76, 77]","[2, 77, 3]","[10, 440, 288, 11, 106, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 77, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?",Rockwell ,S10,"['consequently', 'what', 'is', 'not', 'considered', 'a', 'serious', 'painter', 'by', 'some', 'contemporary', 'artists', 'who', 'often', 'regard', 'his', 'work', 'as', 'bourgeois', 'and', 'kitsch']","['<sos>', 'rockwell', '<eos>']","[4658, 10, 7, 58, 343, 9, 4659, 2118, 27, 109, 1245, 2157, 30, 175, 4660, 33, 192, 20, 4661, 12, 4662]","[2, 753, 3]","[4658, 10, 7, 58, 343, 9, 4659, 2118, 27, 109, 1245, 2157, 30, 175, 4660, 33, 192, 20, 4661, 12]","[2, 753, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who spent the next 10 years painting for Look magazine?,Norman Rockwell.,S10,"['who', 'spent', 'the', 'next', '10', 'years', 'painting', 'for', 'look', 'magazine']","['<sos>', 'norman', 'rockwell', '<eos>']","[30, 2556, 4, 1529, 659, 55, 618, 19, 4663, 1040]","[2, 1023, 753, 3]","[30, 2556, 4, 1529, 659, 55, 618, 19, 4663, 1040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1023, 753, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When was his last painting for the Post published?,1963,S10,"['when', 'was', 'his', 'last', 'painting', 'for', 'the', 'post', 'published']","['<sos>', '1963', '<eos>']","[24, 11, 33, 615, 618, 19, 4, 967, 446]","[2, 5619, 3]","[24, 11, 33, 615, 618, 19, 4, 967, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5619, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"When did Rockwell marry his first wife, Irene O'Connor,?",In 1916.,S10,"['when', 'did', 'rockwell', 'marry', 'his', 'first', 'wife', 'irene', 'oconnor']","['<sos>', 'in', '1916', '<eos>']","[24, 14, 753, 361, 33, 44, 614, 4664, 4665]","[2, 8, 3524, 3]","[24, 14, 753, 361, 33, 44, 614, 4664, 4665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 8, 3524, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?,Yes,S10,"['did', 'norman', 'rockwell', 'spend', 'the', 'winter', 'months', 'as', 'artistinresidence', 'at', 'otis', 'college', 'of', 'art', 'as', 'well', 'as', 'design']","['<sos>', 'yes', '<eos>']","[14, 1023, 753, 720, 4, 1084, 666, 20, 4666, 37, 4667, 286, 5, 703, 20, 193, 20, 701]","[2, 6, 3]","[14, 1023, 753, 720, 4, 1084, 666, 20, 4666, 37, 4667, 286, 5, 703, 20, 193, 20, 701, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?,Yes.,S10,"['did', 'norman', 'rockwell', 'publish', 'a', 'total', 'of', '321', 'original', 'covers', 'for', 'the', 'saturday', 'evening', 'post', 'over', '47', 'years']","['<sos>', 'yes', '<eos>']","[14, 1023, 753, 535, 9, 682, 5, 4668, 1475, 4669, 19, 4, 3190, 3191, 967, 292, 4670, 55]","[2, 6, 3]","[14, 1023, 753, 535, 9, 682, 5, 4668, 1475, 4669, 19, 4, 3190, 3191, 967, 292, 4670, 55, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?,Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn. ,S10,"['was', 'rockwell', 'also', 'commissioned', 'to', 'illustrate', 'over', '40', 'books', 'including', 'tom', 'sawyer', 'as', 'well', 'as', 'huckleberry', 'finn']","['<sos>', 'rockwell', 'was', 'also', 'commissioned', 'to', 'illustrate', 'over', '40', 'books', 'including', 'tom', 'sawyer', 'and', 'huckleberry', 'finn', '<eos>']","[11, 753, 99, 3192, 13, 3193, 292, 1425, 1309, 672, 3194, 3195, 20, 193, 20, 3196, 3197]","[2, 753, 11, 99, 3192, 13, 3193, 292, 1425, 1309, 672, 3194, 3195, 12, 3196, 3197, 3]","[11, 753, 99, 3192, 13, 3193, 292, 1425, 1309, 672, 3194, 3195, 20, 193, 20, 3196, 3197, 0, 0, 0]","[2, 753, 11, 99, 3192, 13, 3193, 292, 1425, 1309, 672, 3194, 3195, 12, 3196, 3197, 3, 0, 0, 0]"
"Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?",yes,S10,"['do', 'his', 'works', 'enjoy', 'a', 'broad', 'popular', 'appeal', 'in', 'the', 'united', 'states', 'where', 'rockwell', 'is', 'most', 'famous', 'for', 'the', 'cover', 'illustrations', 'of', 'everyday', 'life', 'scenarios', 'he', 'created', 'for', 'the', 'saturday', 'evening', 'post', 'magazine', 'over', 'more', 'than', 'four', 'decades']","['<sos>', 'yes', '<eos>']","[18, 33, 642, 962, 9, 2106, 368, 4671, 8, 4, 87, 105, 25, 753, 7, 41, 415, 19, 4, 647, 4672, 5, 4673, 185, 4674, 34, 517, 19, 4, 3190, 3191, 967, 1040, 292, 86, 43, 257, 4675]","[2, 6, 3]","[18, 33, 642, 962, 9, 2106, 368, 4671, 8, 4, 87, 105, 25, 753, 7, 41, 415, 19, 4, 647]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?",Yes.,S10,"['are', 'among', 'the', 'bestknown', 'of', 'rockwells', 'works', 'the', 'willie', 'gillis', 'series', 'rosie', 'the', 'riveter', 'although', 'his', 'rosie', 'was', 'reproduced', 'less', 'than', 'others', 'of', 'the', 'day', 'saying', 'grace', '1951', 'and', 'the', 'four', 'freedoms', 'series']","['<sos>', 'yes', '<eos>']","[15, 489, 4, 4676, 5, 4677, 642, 4, 4678, 4679, 1610, 3198, 4, 4680, 1406, 33, 3198, 11, 4681, 511, 43, 1041, 5, 4, 609, 4682, 595, 4683, 12, 4, 257, 4684, 1610]","[2, 6, 3]","[15, 489, 4, 4676, 5, 4677, 642, 4, 4678, 4679, 1610, 3198, 4, 4680, 1406, 33, 3198, 11, 4681, 511]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is he also noted for his work for the Boy Scouts of America (BSA)?,yes,S10,"['is', 'he', 'also', 'noted', 'for', 'his', 'work', 'for', 'the', 'boy', 'scouts', 'of', 'america', 'bsa']","['<sos>', 'yes', '<eos>']","[7, 34, 99, 759, 19, 33, 192, 19, 4, 3199, 1745, 5, 199, 4685]","[2, 6, 3]","[7, 34, 99, 759, 19, 33, 192, 19, 4, 3199, 1745, 5, 199, 4685, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the octopus a cephalopod?,"Yes, the octopus is a cephalopod.",S10,"['is', 'the', 'octopus', 'a', 'cephalopod']","['<sos>', 'yes', 'the', 'octopus', 'is', 'a', 'cephalopod', '<eos>']","[7, 4, 126, 9, 1611]","[2, 6, 4, 126, 7, 9, 1611, 3]","[7, 4, 126, 9, 1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 7, 9, 1611, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the octopus a cephalopod?,"Yes, the octopus is a cephalopod.",S10,"['is', 'the', 'octopus', 'a', 'cephalopod']","['<sos>', 'yes', 'the', 'octopus', 'is', 'a', 'cephalopod', '<eos>']","[7, 4, 126, 9, 1611]","[2, 6, 4, 126, 7, 9, 1611, 3]","[7, 4, 126, 9, 1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 7, 9, 1611, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the octopus have two eyes?,"Yes, the octopus has two eyes.",S10,"['does', 'the', 'octopus', 'have', 'two', 'eyes']","['<sos>', 'yes', 'the', 'octopus', 'has', 'two', 'eyes', '<eos>']","[22, 4, 126, 21, 56, 481]","[2, 6, 4, 126, 39, 56, 481, 3]","[22, 4, 126, 21, 56, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 39, 56, 481, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the octopus have two eyes?,"Yes, the octopus has two eyes.",S10,"['does', 'the', 'octopus', 'have', 'two', 'eyes']","['<sos>', 'yes', 'the', 'octopus', 'has', 'two', 'eyes', '<eos>']","[22, 4, 126, 21, 56, 481]","[2, 6, 4, 126, 39, 56, 481, 3]","[22, 4, 126, 21, 56, 481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 39, 56, 481, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the octopus have a hard beak?,"Yes, the octopus has a hard beak.",S10,"['does', 'the', 'octopus', 'have', 'a', 'hard', 'beak']","['<sos>', 'yes', 'the', 'octopus', 'has', 'a', 'hard', 'beak', '<eos>']","[22, 4, 126, 21, 9, 613, 1249]","[2, 6, 4, 126, 39, 9, 613, 1249, 3]","[22, 4, 126, 21, 9, 613, 1249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 39, 9, 613, 1249, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the octopus have a hard beak?,"Yes, the octopus has a hard beak.",S10,"['does', 'the', 'octopus', 'have', 'a', 'hard', 'beak']","['<sos>', 'yes', 'the', 'octopus', 'has', 'a', 'hard', 'beak', '<eos>']","[22, 4, 126, 21, 9, 613, 1249]","[2, 6, 4, 126, 39, 9, 613, 1249, 3]","[22, 4, 126, 21, 9, 613, 1249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 4, 126, 39, 9, 613, 1249, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is the mouth of an octopus?,The mouth of an octopus is at the center point of the arms.,S10,"['where', 'is', 'the', 'mouth', 'of', 'an', 'octopus']","['<sos>', 'the', 'mouth', 'of', 'an', 'octopus', 'is', 'at', 'the', 'center', 'point', 'of', 'the', 'arms', '<eos>']","[25, 7, 4, 1250, 5, 23, 126]","[2, 4, 1250, 5, 23, 126, 7, 37, 4, 353, 303, 5, 4, 468, 3]","[25, 7, 4, 1250, 5, 23, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 1250, 5, 23, 126, 7, 37, 4, 353, 303, 5, 4, 468, 3, 0, 0, 0, 0, 0]"
Where is the mouth of an octopus?,The octopus' mouth is at the center point of the arms.,S10,"['where', 'is', 'the', 'mouth', 'of', 'an', 'octopus']","['<sos>', 'the', 'octopus', 'mouth', 'is', 'at', 'the', 'center', 'point', 'of', 'the', 'arms', '<eos>']","[25, 7, 4, 1250, 5, 23, 126]","[2, 4, 126, 1250, 7, 37, 4, 353, 303, 5, 4, 468, 3]","[25, 7, 4, 1250, 5, 23, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 126, 1250, 7, 37, 4, 353, 303, 5, 4, 468, 3, 0, 0, 0, 0, 0, 0, 0]"
Around how many recognized octopus species are there?,There are around 300 recognized octopus species.,S10,"['around', 'how', 'many', 'recognized', 'octopus', 'species', 'are', 'there']","['<sos>', 'there', 'are', 'around', '300', 'recognized', 'octopus', 'species', '<eos>']","[332, 17, 29, 1251, 126, 51, 15, 40]","[2, 40, 15, 332, 1049, 1251, 126, 51, 3]","[332, 17, 29, 1251, 126, 51, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 40, 15, 332, 1049, 1251, 126, 51, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Around how many recognized octopus species are there?,There are around 300 recognized octopus species.,S10,"['around', 'how', 'many', 'recognized', 'octopus', 'species', 'are', 'there']","['<sos>', 'there', 'are', 'around', '300', 'recognized', 'octopus', 'species', '<eos>']","[332, 17, 29, 1251, 126, 51, 15, 40]","[2, 40, 15, 332, 1049, 1251, 126, 51, 3]","[332, 17, 29, 1251, 126, 51, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 40, 15, 332, 1049, 1251, 126, 51, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many arms does an octopus have?,An octopus has four pairs of arms.,S10,"['how', 'many', 'arms', 'does', 'an', 'octopus', 'have']","['<sos>', 'an', 'octopus', 'has', 'four', 'pairs', 'of', 'arms', '<eos>']","[17, 29, 468, 22, 23, 126, 21]","[2, 23, 126, 39, 257, 1233, 5, 468, 3]","[17, 29, 468, 22, 23, 126, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 23, 126, 39, 257, 1233, 5, 468, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
